cicp_initiative,geo_area,total_jobs,tech_jobs,nontech_jobs,tech_pct
Conexus - Logistics,Michigan City-La Porte MSA,6478.993099988856,0,6478.993099988856,0
Conexus - Logistics,Muncie MSA,3885.3034427108814,0,3885.3034427108814,0
Conexus - Logistics,South Bend-Mishawaka MSA,18444.737999312892,0,18444.737999312892,0
Conexus - Logistics,Terre Haute MSA,8410.043870972386,0,8410.043870972386,0
Conexus - Logistics,United States,19350128.870816574,0,19350128.870816574,0
Conexus - Manufacturing,Bloomington MSA,34515.3487802208,1002.6063440727914,33512.74243614801,2.904813016542195
Conexus - Manufacturing,Chicago-Naperville-Elgin MSA,1782155.83345874,62060.81286076657,1720095.0205979734,3.482344904728186
Conexus - Manufacturing,Cincinnati MSA,504244.5976552308,14203.423725994086,490041.1739292367,2.8167726123474406
Conexus - Manufacturing,Columbus MSA,59088.9379051544,1033.1396448306514,58055.79826032375,1.74844849384326
Conexus - Manufacturing,Elkhart-Goshen MSA,190418.21551489807,1596.1275144887386,188822.08800040933,0.8382220735409948
Conexus - Manufacturing,Evansville MSA,64214.566055968404,845.366307689046,63369.19974827936,1.3164712612902159
Conexus - Manufacturing,Fort Wayne MSA,136885.71111108296,3331.3260905221637,133554.3850205608,2.43365510065458
Conexus - Manufacturing,Indiana,1883208.6543592047,37849.44683337277,1845359.2075258319,2.0098381953460023
Conexus - Manufacturing,Indianapolis-Carmel-Greenwood MSA,441307.59917994693,15279.917808076538,426027.6813718704,3.4624189196991417
Conexus - Manufacturing,Kokomo MSA,28191.457196581618,359.49061476991994,27831.966581811696,1.2751757110785684
Conexus - Manufacturing,Lafayette-West Lafayette MSA,69041.4425669228,937.905897024892,68103.53666989789,1.358467989882696
Conexus - Manufacturing,Louisville/Jefferson County MSA,359179.8705404044,8465.760288091804,350714.11025231256,2.3569695805487756
Conexus - Manufacturing,Michigan City-La Porte MSA,28820.353739755927,283.336730954131,28537.017008801795,0.9831133008034013
Conexus - Manufacturing,Muncie MSA,14695.961748358257,79.25363509376095,14616.708113264496,0.5392885232748695
Conexus - Manufacturing,South Bend-Mishawaka MSA,56398.96893459381,1449.2705188643397,54949.698415729465,2.569675556560381
Conexus - Manufacturing,Terre Haute MSA,32998.25150860632,299.5747821780769,32698.676726428243,0.9078504723195541
Conexus - Manufacturing,United States,53934861.44545442,2031156.265216043,51903705.18023837,3.7659432337101646
Finance,Bloomington MSA,3329.8168114207747,177.01876054856075,3152.798050872214,5.3161711461547325
Finance,Chicago-Naperville-Elgin MSA,467366.46322992304,37892.2055487074,429474.25768121565,8.107600465561466
Finance,Cincinnati MSA,106248.58719322497,9181.901310692301,97066.68588253266,8.64190438033212
Finance,Columbus MSA,2226.9648357576134,123.9678800810078,2102.9969556766055,5.566674340362178
Finance,Elkhart-Goshen MSA,3748.1693156890856,230.06123741746595,3518.10807827162,6.137962777040933
Finance,Evansville MSA,7880.688893006643,427.7939601471397,7452.8949328595045,5.428382796924846
Finance,Fort Wayne MSA,19125.82882900033,1556.3669982629963,17569.461830737335,8.137513998363776
Finance,Indiana,226480.65950274293,15172.513512812013,211308.14598993093,6.699253501877169
Finance,Indianapolis-Carmel-Greenwood MSA,99698.14930332483,7172.355612418567,92525.79369090626,7.194070965747984
Finance,Kokomo MSA,1730.245981379611,80.82816625051973,1649.4178151290914,4.671484119620461
Finance,Lafayette-West Lafayette MSA,4032.738266108413,191.09637402697527,3841.6418920814376,4.738625752952299
Finance,Louisville/Jefferson County MSA,74779.45856764856,5821.679769326324,68957.77879832224,7.785132282095616
Finance,Michigan City-La Porte MSA,1758.5311477615032,80.16418704313315,1678.3669607183701,4.558587838786762
Finance,Muncie MSA,3349.591619218414,155.1209455819613,3194.470673636453,4.631040533178695
Finance,South Bend-Mishawaka MSA,8409.87382455115,371.35109186754147,8038.522732683608,4.415655925579372
Finance,Terre Haute MSA,3190.307049533106,159.45234892573473,3030.8547006073713,4.998025157141856
Finance,United States,13476656.370063456,1148163.9898630923,12328492.380200364,8.519650262906318
Healthcare,Bloomington MSA,17308.396996516407,132.02012411816017,17176.376872398247,0.762751883636199
Healthcare,Chicago-Naperville-Elgin MSA,964700.9403798439,8202.114310899624,956498.8260689443,0.8502235218792367
Healthcare,Cincinnati MSA,263401.29391218745,1956.487472406548,261444.8064397809,0.7427782314003364
Healthcare,Columbus MSA,7186.411262219697,6.3348825409762375,7180.0763796787205,0.08815084900971219
Healthcare,Elkhart-Goshen MSA,17352.99649086136,121.4355447434138,17231.560946117945,0.6997958237781332
Healthcare,Evansville MSA,39737.69073220623,209.563754310434,39528.1269778958,0.5273677218001718
Healthcare,Fort Wayne MSA,67842.91693581162,589.6537210032882,67253.26321480834,0.869145590483939
Healthcare,Indiana,731308.5874590043,5114.595367831017,726193.9920911732,0.6993758114617697
Healthcare,Indianapolis-Carmel-Greenwood MSA,262834.5250148068,2444.029456643445,260390.49555816335,0.9298738270802744
Healthcare,Kokomo MSA,8227.422007396824,25.17297234965386,8202.24903504717,0.3059642780815451
Healthcare,Lafayette-West Lafayette MSA,20529.525883775903,121.40036932321483,20408.125514452688,0.5913452166918051
Healthcare,Louisville/Jefferson County MSA,161514.04007517593,1042.5235893933334,160471.5164857826,0.6454693281823027
Healthcare,Michigan City-La Porte MSA,9007.447581273816,42.00557607623056,8965.442005197585,0.4663427202569433
Healthcare,Muncie MSA,15271.397508629245,65.42979105025874,15205.967717578986,0.4284466501070843
Healthcare,South Bend-Mishawaka MSA,36708.97218202421,182.1184212647216,36526.853760759484,0.4961141934502379
Healthcare,Terre Haute MSA,18014.81510556219,90.2531291120884,17924.5619764501,0.5009939240743146
Healthcare,United States,33372129.59796449,264109.45405181195,33108020.143912677,0.7914072527991175
TechPoint,Bloomington MSA,2076.1213318421155,902.5751082709885,1173.5462235711273,43.47410213593563
TechPoint,Chicago-Naperville-Elgin MSA,272672.63368268794,100416.15011112942,172256.4835715585,36.82663300490388
TechPoint,Cincinnati MSA,53685.55737674712,20302.152720830454,33383.40465591667,37.81678669806257
TechPoint,Columbus MSA,1339.9497114778837,619.7254213478024,720.2242901300815,46.249901473114434
TechPoint,Elkhart-Goshen MSA,2137.04051743152,518.730721344866,1618.3097960866542,24.273321779051777
TechPoint,Evansville MSA,4840.554665572343,1326.8446780422978,3513.7099875300455,27.411004930473453
TechPoint,Fort Wayne MSA,11345.4031915998,2588.3758247102355,8757.027366889564,22.814313259723402
TechPoint,Indiana,142225.2636124572,50945.86422581463,91279.39938664257,35.820544769482424
TechPoint,Indianapolis-Carmel-Greenwood MSA,64655.39854130332,26184.49373765179,38470.90480365153,40.49854200639494
TechPoint,Kokomo MSA,545.6290570524094,166.87260016542228,378.7564568869871,30.58352520060046
TechPoint,Lafayette-West Lafayette MSA,2598.491732440684,852.3437978986254,1746.1479345420582,32.80148200040817
TechPoint,Louisville/Jefferson County MSA,34980.09424631148,11713.989926761144,23266.104319550337,33.48758823883484
TechPoint,Michigan City-La Porte MSA,881.3826039877051,131.41627730158777,749.9663266861173,14.910241784556593
TechPoint,Muncie MSA,1846.8400615532407,803.1851900500161,1043.6548715032245,43.48969933944991
TechPoint,South Bend-Mishawaka MSA,6210.00655928331,1804.5053257767368,4405.501233506573,29.0580260833894
TechPoint,Terre Haute MSA,1294.8375831067856,318.7087912299396,976.1287918768459,24.61380449471056
TechPoint,United States,11994937.159855476,4755904.446191306,7239032.713664169,39.649265209227735
